sum_Gross_Profit_ok,sum_Sales_Total_ok
20.58,312.25
20.58,469.12
20.59,104.2
20.59,165.09
20.6,61.65
20.6,96.5
20.6,355.04
20.61,92.69
20.61,759.24
20.63,54.3
20.63,448.74
20.63,480.43
20.64,44.68
20.64,195.12
20.64,716.16
20.65,49.04
20.66,90.92
20.66,155.17
20.66,413.33
20.67,37.89
20.67,44.82
20.67,52
20.69,62.52
20.69,94.1
20.7,40.31
20.7,315.42
20.71,86.71
20.71,167.85
20.71,174.02
20.71,609.34
20.72,45.94
20.72,53.72
20.72,71.36
20.73,207.62
20.74,62.45
20.74,76.08
20.74,803.75
20.75,48.77
20.75,236.52
20.76,117.07
20.77,47.42
20.77,93
20.78,127.13
20.78,296.35
20.81,85.38
20.81,95.36
20.82,259.06
20.84,139.95
20.85,80.19
20.86,141.07
20.86,164.07
20.87,209.88
20.88,69.18
20.88,143.74
20.89,41.37
20.89,144.47
20.91,39.47
20.91,180.3
20.92,133.01
20.92,138.91
20.92,256.48
20.92,266.91
20.93,75.27
20.93,158.64
20.93,468.95
20.93,561.06
20.95,53.95
20.95,61.51
20.95,104.21
20.97,57.33
20.98,101.63
20.98,232.43
21,175.7
21.01,81.07
21.02,54.1
21.02,862.04
21.03,71.07
21.03,355.12
21.04,48.54
21.05,52.35
21.05,240.31
21.06,159.01
21.06,374.33
21.07,47.46
21.07,162.03
21.08,101.59
21.08,129.88
21.08,434.21
21.09,42.2
21.09,62.6
21.09,63.93
21.11,37.5
21.11,57.66
21.11,419.19
21.12,970.26
21.12,5159.85
21.13,261.84
21.14,62.24
21.14,193.27
21.15,47.8
21.15,65.53
21.15,149.25
21.16,132.07
21.16,132.07
21.17,70.03
21.18,43.07
21.19,97.16
21.19,105.38
21.2,43.69
21.2,54.82
21.2,66.03
21.2,151.71
21.21,39.43
21.21,103.69
21.22,50.65
21.22,177.23
21.23,41.32
21.23,96.12
21.23,124.96
21.25,37.12
21.25,58.38
21.25,109.39
21.25,185.04
21.25,260.01
21.25,287.29
21.25,481.39
21.26,48.72
21.26,61.37
21.27,116.97
21.27,170.22
21.28,66.29
21.29,1241.17
21.31,59.87
21.31,117.59
21.31,148.14
21.32,48.6
21.32,158.63
21.33,70.61
21.33,232.99
21.33,325.99
21.33,647.48
21.34,101.64
21.34,102.04
21.35,51.27
21.35,168.9
21.35,250.7
21.35,480.13
21.36,63.69
21.39,41.89
21.39,71.67
21.39,129.26
21.4,106.46
21.4,560.93
21.41,37.19
21.41,88.09
21.41,216.43
21.41,646.83
21.43,66.44
21.43,76.21
21.43,460.46
21.45,86.22
21.47,63.37
21.48,241.47
21.49,114.93
21.49,137.52
21.49,264.92
21.5,50.48
21.5,75.9
21.5,429.35
21.51,37.9
21.51,39.92
21.51,370.48
21.51,1193.29
21.52,118.66
21.52,125.34
21.52,143.96
21.52,493.61
21.53,46.26
21.53,54.29
21.53,103.05
21.55,107.17
21.55,116.09
21.55,147.46
21.56,428.69
21.57,45.93
21.57,93.27
21.57,93.27
21.57,105.6
21.57,197.48
21.59,349.16
21.6,66.19
21.6,87.56
21.61,86.56
21.62,242.46
21.64,29.58
21.64,129.4
21.64,131.55
21.65,214.88
21.65,267.29
21.66,48.05
21.66,1309.48
21.68,133.85
21.69,78.75
21.69,125.13
21.7,142.67
21.7,236.31
21.72,136.76
21.73,108.13
21.73,114.1
21.74,54.37
21.74,93.9
21.74,125.15
21.74,459.25
21.75,164.12
21.76,86.29
21.76,98.73
21.76,122.41
21.77,72.64
21.77,76.06
21.77,908.23
21.78,58.03
21.78,69.94
21.78,86.06
21.78,162.81
21.78,464.74
21.79,54.82
21.8,50.88
21.8,128.58
21.8,202.01
21.81,29.42
21.81,98.51
21.81,350.47
21.82,64.9
21.82,65.43
21.82,82.98
21.82,142.54
21.82,361.14
21.83,46.61
21.83,148.05
21.83,708.87
21.84,82.64
21.84,212.57
21.85,57.51
21.86,44.96
21.86,93
21.86,142.61
21.86,863.68
21.87,2397.27
21.88,78.36
21.88,82.01
21.88,237.4
21.88,810.52
21.92,122.8
21.92,179.64
21.92,475.58
21.93,96.18
21.95,66.96
21.96,49.32
21.96,56.69
21.96,107.05
21.96,117.54
21.97,55.43
21.97,97.36
21.97,127.49
21.98,71.76
21.98,148.78
21.99,830.61
22,60.19
22.01,82.21
22.01,159.21
22.02,71.21
22.02,74.29
22.03,54.25
22.03,59.4
22.04,67.58
22.04,129.36
22.04,733.2
22.05,233.09
22.05,493.43
22.06,142.58
22.08,103.91
22.08,330.64
22.08,1641.98
22.09,30.42
22.1,38.31
22.1,105.95
22.1,204.42
22.1,214.94
22.11,84.04
22.12,64.25
22.13,767.46
22.14,47.26
22.14,47.77
22.15,100.79
22.15,151.07
22.15,255.42
22.16,455.59
22.17,108.77
22.19,76.98
22.19,92.47
22.19,106.04
22.2,183.23
22.2,199.48
22.21,97.41
22.21,428.54
22.21,512.21
22.23,60.73
22.23,117.32
22.24,95.65
22.24,155.54
22.24,646.79
22.25,150.18
22.26,73.37
22.26,124.46
22.28,50.39
22.28,94.3
22.28,113.59
22.28,125.52
22.29,48.92
22.29,301.53
22.3,60.3
22.3,100.4
22.32,40.06
22.32,75.15
22.32,137.63
22.34,112.47
22.34,310.31
22.34,526.95
22.34,1192.57
22.36,83.2
22.38,45.43
22.38,72.03
22.39,35.39
22.39,128.22
22.4,145.51
22.4,240.78
22.4,334.65
22.41,43.9
22.41,64.25
22.42,101.16
22.42,146.23
22.43,65.17
22.43,165.99
22.44,67.87
22.44,136.39
22.44,162.98
22.44,694.2
22.45,72.48
22.46,56.08
22.46,163.78
22.46,989.81
22.47,118.58
22.47,169.39
22.47,427.56
22.48,112.57
22.48,344.63
22.5,151.38
22.51,140.5
22.51,206.81
22.52,80.9
22.52,139.15
22.53,312.82
22.54,81.11
22.55,30.83
22.55,79.03
22.55,84.31
22.55,95.75
22.55,165.09
22.56,30.24
22.56,49.05
22.56,136.27
22.56,187.76
22.58,111.27
22.58,116.58
22.59,50.56
22.6,126.96
22.61,218.57
22.61,1591.89
22.62,45.45
22.62,46.3
22.63,51.17
22.63,1310.71
22.64,80
22.64,333.39
22.65,131.05
22.65,131.62
22.67,45.68
22.67,47.34
22.67,251.12
22.68,51.66
22.68,64.29
22.68,72.01
22.68,86.35
22.69,72.11
22.7,119.3
22.71,77.05
22.71,147.25
22.72,129.26
22.72,175.09
22.73,89.73
22.73,147.62
22.74,93.73
22.74,122.09
22.74,200.88
22.75,67.54
22.75,89.12
22.75,215.49
22.76,49.39
22.76,108.33
22.77,99.46
22.77,201.74
22.77,337.52
22.77,443.73
22.78,374.98
22.78,3520.49
22.79,89.03
22.8,45.63
22.8,52.61
22.8,121.95
22.81,57.82
22.81,77.94
22.82,79.95
22.82,125.88
22.84,390.11
22.85,122.2
22.86,65.12
22.86,97.72
22.86,169.16
22.86,2785.59
22.88,84.59
22.88,152.59
22.88,187.78
22.89,129.63
22.9,75.6
22.9,144.49
22.91,52.89
22.92,176.99
22.93,54.32
22.95,99.78
22.96,284.38
22.97,55.22
22.97,72.3
22.97,73.09
22.97,276.7
22.98,47.27
22.98,85.81
22.98,162.21
22.98,197.42
22.99,144.53
22.99,393.59
23,42.45
23.01,84.58
23.01,2214.14
23.02,99.3
23.03,139.26
23.04,48.02
23.05,50.92
23.05,68.73
23.05,160.81
23.06,55.33
23.06,78.16
23.06,842.56
23.07,49.72
23.07,238.74
23.08,95.33
23.08,269.72
23.08,1073.6
23.09,79.47
23.11,81.95
23.12,52.72
23.13,62.22
23.13,75.15
23.13,200.38
23.14,34.02
23.14,89.03
23.17,136.66
23.17,537.73
23.18,304.83
23.19,52.76
23.19,59.02
23.2,47.93
23.2,62.83
23.21,52.97
23.22,46.32
23.22,62.45
23.24,97.03
23.25,95.33
23.26,38.36
23.26,54.9
23.27,60.19
23.28,51.59
23.28,65.16
23.29,530.34
23.3,223.71
23.3,799.58
23.31,62.32
23.31,138.62
23.31,1086.39
23.32,123.34
23.33,48.33
23.33,183.52
23.34,71.83
23.34,122.6
23.34,1024.18
23.35,72.68
23.36,64.05
23.36,254.4
23.36,466.29
23.37,75.17
23.39,198.02
23.4,90.15
23.4,407.49
23.42,81.51
23.43,106.8
23.44,44.76
23.44,54.69
23.44,55.09
23.45,545.19
23.46,75.72
23.46,579.33
23.47,41.61
23.47,201.26
23.47,213.37
23.47,245.01
23.47,250.29
23.48,71.06
23.48,569.61
23.49,727.4
23.5,90.31
23.52,5169.42
23.53,283.97
23.53,345.42
23.53,425.76
23.55,84.27
23.55,851.55
23.56,67.68
23.56,1632.62
23.57,65.72
23.57,77.91
23.59,84.67
23.59,183.24
23.6,129.17
23.6,295.97
23.6,1085.23
23.61,157.77
23.62,108.96
23.64,141.89
23.64,185.84
23.64,461.86
23.65,64.14
23.65,68.04
23.66,96.17
23.66,203.52
23.66,1065
23.67,85.2
23.67,157.5
23.68,49.82
23.68,55.98
23.68,237.73
23.69,65.95
23.69,117.33
23.69,531.25
23.7,74.37
23.7,76.52
23.7,140.73
23.7,1053.13
23.71,35.12
23.71,70.78
23.72,46.55
23.72,49.05
23.74,40.67
23.74,191.12
23.75,44.45
23.75,78.47
23.75,321.66
23.75,2042.2
23.76,75.32
23.77,51.83
23.77,66.27
23.77,72.81
23.77,114.57
23.77,130.11
23.78,48.37
23.78,103.79
23.78,107.29
23.78,1061.96
23.79,125.08
23.8,137.21
23.8,538.36
23.81,78.46
23.81,80.03
23.81,114.01
23.81,137.75
23.81,299.51
23.82,54.8
23.83,158.62
23.83,611.89
23.83,636.7
23.84,50.75
23.84,65.73
23.86,123.05
23.86,664.52
23.87,86.7
23.87,391.9
23.88,244.89
23.89,32.76
23.89,96.12
23.89,1246.4
23.9,56.15
23.9,83.37
23.9,105.2
23.9,238.54
23.92,65.85
23.94,103.87
23.94,409.26
23.95,94.91
23.95,262.58
23.96,60.88
23.96,105.04
23.96,124.84
23.96,338.85
23.96,1114.05
23.97,42.21
23.98,398.76
23.99,488.24
24,100.69
24.01,59.58
24.01,119.85
24.01,120.22
24.01,545.71
24.01,1086.22
24.02,458.14
24.03,139
24.04,78.35
24.04,100.36
24.04,4452.65
24.05,1548.9
24.07,77.85
24.07,142.41
24.07,297.05
24.07,928.62
24.08,69.76
24.08,93.66
24.08,124.12
24.09,81.25
24.1,129.78
24.11,65.24
24.11,367.88
24.12,153.29
24.13,62.77
24.14,68.73
24.14,285.76
24.15,50.9
24.15,56.09
24.15,107.9
24.16,59.35
24.16,106.28
24.16,107.26
24.16,241.75
24.16,271.95
24.16,815.3
24.17,50.8
24.17,84.89
24.19,51.47
24.19,59.01
24.19,92.08
24.2,165.9
24.21,73.4
24.22,186.42
24.23,226.81
24.24,33.31
24.26,54.7
24.26,54.7
24.26,119.53
24.26,180.44
24.27,52.81
24.27,124.9
24.28,392.81
24.29,40.53
24.29,404.88
24.3,60.83
24.31,42.05
24.31,77.41
24.31,1229.77
24.33,140.97
24.39,56.21
24.4,189.65
24.4,235.15
24.41,44.15
24.41,69.59
24.41,132.66
24.41,173.97
24.41,344.78
24.42,137.94
24.42,155.2
24.43,135.21
24.44,89.13
24.44,113.85
24.44,290.02
24.45,47.55
24.45,93.83
24.46,56.87
24.47,53.01
24.47,122.09
24.47,175.03
24.48,97.84
24.49,138.81
24.5,752.49
24.5,915.87
24.51,54.61
24.51,130.9
24.51,346.9
24.52,65.48
24.52,81.41
24.53,145.3
24.53,1112.99
24.54,47.37
24.54,58.17
24.54,68.54
24.55,75.81
24.55,90.93
24.55,124.47
24.56,64.67
24.56,85.36
24.56,127.4
24.56,1129.22
24.57,76.13
24.58,283.56
24.58,715.4
24.6,68.98
24.62,56.96
24.62,97.7
24.62,141.9
24.63,49.36
24.63,201.4
24.63,532.33
24.64,80.79
24.64,126.12
24.64,671.83
24.65,781.59
24.67,40.91
24.67,65.1
24.68,74.19
24.68,182.64
24.68,553.39
24.69,279.76
24.7,89.85
24.71,100.72
24.71,165.13
24.71,294.49
24.72,187.1
24.72,902.31
24.75,1885.04
24.76,158.79
24.77,36.5
24.77,114.86
24.77,157.13
24.77,492.91
24.79,77.61
24.79,134.04
24.8,120.77
24.81,102.25
24.81,1236.12
24.82,56.91
24.82,69.36
24.82,120.53
24.82,278.4
24.83,260.63
24.84,57.14
24.84,1180.8
24.85,450.52
24.86,102.37
24.88,49.47
24.88,86.15
24.9,55.27
24.9,183.68
24.9,390.97
24.92,138.61
24.92,174.88
24.92,417.59
24.93,78.44
24.93,129.5
24.93,330.09
24.93,453.03
24.94,62.21
24.97,117.7
24.98,82.78
24.98,267.71
24.98,269.69
24.99,47.01
24.99,51.48
24.99,100.34
24.99,241.5
24.99,1019.23
25,152.51
25.01,93.57
25.02,127.51
25.02,249.94
25.04,54.78
25.05,154.19
25.07,74.75
25.07,236.78
25.07,322.69
25.08,413.71
25.09,65.7
25.09,80.48
25.09,94.23
25.09,139.32
25.09,267.46
25.1,204.07
25.11,101.97
25.12,319.3
25.12,319.3
25.12,791.13
25.13,121.15
25.14,53.45
25.14,66.64
25.14,101.35
25.15,107.6
25.18,67.78
25.18,150.36
25.2,49.74
25.2,56.65
25.2,112.05
25.21,226.47
25.22,43.62
25.22,51.87
25.22,53.6
25.22,68.45
25.22,83.93
25.22,322.7
25.23,154.51
25.23,195.27
25.24,82.99
25.24,111.83
25.24,1406.87
25.26,1625.89
25.27,40.97
25.27,49.37
25.27,386.53
25.29,78.12
25.3,59.39
25.3,119.67
25.3,1971.06
25.31,64.03
25.31,69.31
25.31,85.51
25.31,143.38
25.31,342.62
25.32,55.76
25.33,1479.14
25.35,110.33
25.35,631.99
25.36,122.93
25.38,119.24
25.39,63.1
25.39,78.09
25.39,248.21
25.4,100.33
25.4,363.23
25.4,508.73
25.41,294.04
25.41,339.7
25.42,148.1
25.42,530.28
25.43,138.84
25.44,86.72
25.44,785.26
25.45,116.96
25.45,167.76
25.45,907.01
25.46,286.26
25.47,63.62
25.47,71.01
25.48,65.3
25.49,110.47
25.5,73.05
25.5,164.77
25.53,50.51
25.54,70.91
25.56,863.57
25.57,93.05
25.57,137.37
25.61,132.93
25.61,273.27
25.62,207.59
25.63,82.29
25.63,92.51
25.63,137.12
25.63,138.96
25.64,73.56
25.64,99.66
25.64,113.2
25.64,381.55
25.66,134.85
25.67,68.19
25.68,109.78
25.68,166.82
25.69,48.36
25.69,82.44
25.69,201.89
25.69,501.43
25.71,74.2
25.71,88.32
25.71,147.3
25.72,51.74
25.72,285.83
25.73,50.74
25.73,144.26
25.73,363.02
25.74,87.71
25.74,135.78
25.74,228.61
25.74,282.8
25.76,5688.34
25.77,53.91
25.77,147.36
25.77,162.64
25.77,289.73
25.78,76.72
25.78,104.66
25.78,533.57
25.8,109.86
25.8,771.13
25.81,196.79
25.82,111.39
25.83,215.15
25.84,145.74
25.84,736.41
25.85,116.69
25.85,395.18
25.86,58.02
25.86,83.42
25.88,138.68
25.88,206.09
25.89,83.97
25.9,587.92
25.91,77.16
25.91,78.94
25.91,120.73
25.93,39.14
25.93,136.07
25.93,172.51
25.94,131.5
25.95,89.71
25.95,167.8
25.95,254.13
25.97,150.45
25.98,94.13
25.98,96.26
25.99,69.6
26,202.57
26.02,52.44
26.02,104.48
26.04,124.79
26.04,301.38
26.05,75.01
26.05,167.31
26.06,59.31
26.06,491.74
26.07,79.18
26.07,177.28
26.08,95.3
26.08,130.28
26.1,114.12
26.1,360.24
26.11,38.53
26.11,60.54
26.12,60.36
26.12,74.04
26.13,86.33
26.13,283.19
26.14,64.77
26.14,141.59
26.14,170.46
26.15,70.36
26.15,72.28
26.15,73.53
26.15,75.92
26.16,80.98
26.17,166.47
26.18,49.12
26.18,75.87
26.18,583.99
26.19,59.75
26.19,402.49
26.2,98.12
26.2,101.9
26.21,116.17
26.21,117.91
26.21,133.97
26.22,50.48
26.23,128.51
26.24,87.89
26.24,233.29
26.25,84.81
26.25,165.68
26.26,202.52
26.27,89.17
26.28,74.16
26.28,127.16
26.29,51.92
26.29,150.13
26.3,58.78
26.3,93.91
26.31,48.34
26.31,3524.02
26.32,212.43
26.33,77.96
26.33,638.62
26.34,37.75
26.34,66.16
26.35,364.15
26.37,72.31
26.37,124.64
26.38,110.13
26.39,311.06
26.39,323.91
26.4,57.88
26.4,126.61
26.4,139.89
26.4,364.23
26.41,105.29
26.41,137.77
26.41,470.88
26.42,120.14
26.42,849.85
26.44,136.58
26.44,208.55
26.44,267
26.45,103.2
26.47,38.63
26.47,130.88
26.48,126.61
26.48,208.46
26.49,126.02
26.49,135.77
26.5,126.58
26.51,331.03
26.53,113.98
26.53,216.45
26.54,846.46
26.56,52.98
26.56,2061.56
26.57,66.6
26.58,69.08
26.58,102.48
26.59,73.44
26.59,109.77
26.59,208.28
26.6,63.11
26.61,304.98
26.62,50.72
26.62,84.76
26.62,4721.41
26.63,84.01
26.63,166.04
26.64,61.62
26.64,85.56
26.64,495.35
26.65,200.59
26.67,115.45
26.67,224.84
26.67,468.93
26.7,65.06
26.7,103.9
26.7,103.96
26.7,301.43
26.71,1765.64
26.72,88.96
26.73,51.15
26.73,102.03
26.73,114.43
26.74,38.33
26.76,66.42
26.76,81.89
26.76,317.05
26.78,44.45
26.78,122.47
26.79,415.55
26.79,490.17
26.8,49.74
26.8,116.44
26.8,135.36
26.8,9416.39
26.81,103.48
26.81,128.2
26.82,139.23
26.82,475.36
26.83,77.74
26.84,241.77
26.85,80.73
26.85,282.21
26.87,47.28
26.87,83.02
26.87,200.64
26.87,534.77
26.88,49.56
26.88,146.14
26.88,1019.22
26.89,500.6
26.9,112.03
26.9,157.31
26.91,393.93
26.92,69.84
26.92,156.65
26.92,160.54
26.93,153.43
26.94,291.56
26.95,371.96
26.95,458.71
26.96,63.01
26.97,93.63
26.97,184.09
26.97,254.87
26.97,388.32
26.97,511.54
26.98,355.79
26.98,597.14
26.99,57.73
26.99,61.78
26.99,73.78
27.01,57.45
27.02,69.68
27.02,485.22
27.03,49.66
27.03,72.99
27.04,116
27.05,671.75
27.06,72.65
27.06,117.9
27.07,54.28
27.07,375.15
27.08,233.35
27.09,81.27
27.09,210.09
27.09,476.85
27.13,527.95
27.14,119.02
27.15,123.13
27.16,129.57
27.16,615.38
27.17,152.5
27.17,160.52
27.18,143.41
27.18,455.63
27.19,102.49
27.2,102.5
27.21,42.58
27.21,59.4
27.21,91.1
27.21,115.34
27.23,58.15
27.23,59.71
27.24,69.04
27.24,73.36
27.26,48.27
27.26,107.93
27.27,375.39
27.28,49.96
27.28,252.64
27.29,111.76
27.29,4599.19
27.3,73.24
27.3,116.74
27.3,811.51
27.31,65.35
27.31,84.4
27.31,1296.22
27.32,140.12
27.32,418.96
27.34,439.85
27.35,92.31
27.35,159.51
27.37,66.73
27.38,52.05
27.38,93.85
27.38,122.2
27.39,205.9
27.4,142
27.4,169.83
27.4,6105.98
27.41,170.62
27.42,334.13
27.42,436.34
27.42,499.02
27.43,166.83
27.44,132.01
27.44,246.41
27.44,794.01
27.45,101.89
27.45,341.45
27.46,89.4
27.46,165.15
27.48,562.61
27.49,59.65
27.49,251.11
27.5,114.85
27.5,169.27
27.5,453.17
27.5,489.33
27.52,181.65
27.53,81.78
27.53,422.58
27.54,77.99
27.54,112.03
27.55,59.74
27.55,244.73
27.56,51.94
27.56,104.77
27.56,129.98
27.56,174.62
27.57,53.66
27.57,92.03
27.57,160.4
27.58,55.45
27.58,71.6
27.58,74.28
27.58,104.95
27.58,161.98
27.58,391.3
27.59,61.87
27.59,118.8
27.6,230.29
27.61,89.18
27.62,121.15
27.64,81.89
27.64,105.58
27.64,123.95
27.64,200.36
27.64,760.67
27.66,74.92
27.67,74.75
27.67,77.27
27.67,79.19
27.67,85.42
27.67,150.77
27.67,1461.57
27.68,110.5
27.68,454.19
27.69,71.95
27.69,231.5
27.71,63.61
27.71,445.21
27.72,60.06
27.72,60.15
27.74,59.9
27.74,365.72
27.75,83.02
27.75,141.25
27.75,398.78
27.76,914.74
27.77,105.71
27.77,113.39
27.8,59.75
27.81,124.95
27.81,180.12
27.81,346.83
27.82,260.17
27.83,278.77
27.86,92.42
27.86,114.88
27.87,64.42
27.9,82.44
27.9,118.18
27.92,56.9
27.92,146.97
27.93,67.4
27.94,93.83
27.94,99.82
27.94,129.95
27.94,254.76
27.95,71.1
27.95,91.12
27.95,192.04
27.96,68.54
27.96,647.58
27.97,157.36
27.98,191.67
27.99,52.55
27.99,52.93
27.99,109.45
28,54
28,55.76
28,106.96
28.02,89.88
28.02,171.86
28.04,70.88
28.04,129.06
28.05,442.08
28.06,51.62
28.06,105.41
28.06,262.46
28.06,535.83
28.07,77.86
28.08,105.98
28.1,150.69
28.1,172.22
28.1,3777.62
28.11,58.25
28.11,69.24
28.11,120.83
28.12,117.88
28.13,71.22
28.13,184
28.13,458.12
28.13,639.11
28.15,76.07
28.15,372.18
28.16,56.68
28.16,154.38
28.17,137.25
28.17,138.95
28.17,463.31
28.18,249.01
28.2,137.51
28.21,82.72
28.23,148.42
28.25,91.32
28.25,292.8
28.26,95.69
28.27,109.71
28.27,115.42
28.28,47.12
28.28,105.63
28.29,102.73
28.3,147.75
28.31,125.11
28.32,66.74
28.32,138.52
28.32,243.64
28.33,54.94
28.33,96.09
28.34,75.6
28.34,512.78
28.35,146.09
28.36,76.28
28.36,3163.52
28.37,303.71
28.39,67.35
28.39,73.51
28.4,174.61
28.41,190.31
28.41,194.29
28.42,159.9
28.43,283.5
28.43,472.3
28.44,118.64
28.45,64.5
28.45,116.69
28.46,99.51
28.47,162.11
28.48,751.7
28.49,136.68
28.51,2267.13
28.52,156.03
28.54,163.78
28.54,195.51
28.54,316.53
28.54,694.34
28.55,57.86
28.55,92.83
28.56,79.81
28.56,170.43
28.58,60.53
28.58,129.93
28.59,83.42
28.59,3847.1
28.6,79.78
28.6,287.66
28.61,45.16
28.61,77.45
28.61,138.65
28.61,1078.23
28.62,276.3
28.62,545.67
28.63,1003.72
28.64,86.63
28.64,180.57
28.65,611.22
28.66,61.45
28.68,176.65
28.69,204.62
28.7,78.11
28.7,101.15
28.7,140.32
28.7,247.67
28.72,75.98
28.72,80.35
28.73,119.37
28.73,155.23
28.73,244.5
28.74,318.97
28.75,49.8
28.75,332.61
28.76,130.36
28.77,142.19
28.77,220.98
28.78,123.44
28.78,142.38
28.79,87.63
28.79,143.16
28.81,142.3
28.82,56.5
28.82,117.78
28.83,1484.05
28.83,3252.86
28.86,126.52
28.86,1496.83
28.87,60.34
28.88,84.49
28.9,87.68
28.9,504.74
28.91,203.76
28.92,58.9
28.93,55.79
28.93,72.2
28.93,154.98
28.94,151.92
28.94,332.92
28.96,71.8
28.96,172.57
28.97,112.5
28.97,123.82
28.97,1484.83
28.98,106.04
28.98,127.03
29,311.65
29,409.54
29.01,835.48
29.03,409.26
29.04,136.02
29.06,58.63
29.07,193.21
29.07,448.86
29.08,90.31
29.11,99.53
29.12,154.94
29.12,253.46
29.13,131.69
29.13,199.36
29.15,96.79
29.16,113.46
29.16,349.09
29.17,86.92
29.19,206.1
29.2,118.18
29.21,113.43
29.21,153.74
29.21,362.5
29.22,381.17
29.23,97.58
29.23,100.13
29.23,467.51
29.25,80.89
29.25,156.12
29.25,1224.85
29.27,52.94
29.27,1124.69
29.28,68.75
29.29,220.81
29.31,59.29
29.31,113.77
29.31,348.36
29.33,61.67
29.33,200.73
29.34,97.23
29.35,59.21
29.36,96.77
29.36,157.45
29.38,113.48
29.38,135.24
29.38,573.36
29.39,69.69
29.39,839.54
29.4,96.49
29.41,162.11
29.42,66.19
29.42,90.13
29.42,133.43
29.43,66.61
29.43,94.16
29.43,100.14
29.43,126.58
29.44,151.44
29.44,205.71
29.46,58.63
29.46,70.51
29.46,71.25
29.46,224.44
29.46,514.38
29.47,70.05
29.48,110.91
29.48,167.43
29.48,185.83
29.48,199.81
29.49,198.22
29.49,2102.21
29.5,67.45
29.51,50.13
29.51,189.94
29.51,322.43
29.51,634.57
29.53,64.49
29.53,189.96
29.55,384.74
29.56,108.07
29.56,148.45
29.56,181.32
29.56,362.58
29.56,475.72
29.58,94.49
29.59,133.67
29.6,139.83
29.6,2796.94
29.62,99.13
29.62,110.54
29.62,143.54
29.63,70.68
29.63,227.76
29.63,545.22
29.63,720.52
29.64,126.51
29.64,135.12
29.64,1330.56
29.66,93.82
29.67,71.88
29.67,184.07
29.68,83.8
29.68,94.24
29.68,225.57
29.68,235.98
29.7,449.04
29.71,93.95
29.71,97.23
29.71,121.9
29.71,151.25
29.72,97.9
29.72,103.93
29.72,278.68
29.73,121.61
29.74,52.68
29.74,82.56
29.74,97.73
29.74,111.18
29.75,76.37
29.75,117.45
29.75,437.36
29.76,93.7
29.78,97.51
29.78,118.73
29.79,141.46
29.79,226.68
29.81,65.86
29.81,78.84
29.81,97.92
29.81,193.6
29.82,44.49
29.82,54.22
29.85,81.53
29.85,148.38
29.86,92.13
29.86,110.15
29.86,143.78
29.86,926.65
29.87,104.22
29.88,140.66
29.88,148.39
29.89,161.71
29.89,415.03
29.9,69.32
29.9,109.25
29.9,421.67
29.91,64
29.91,74.61
29.91,88.84
29.92,155.22
29.93,258.11
29.93,531.83
29.94,88.5
29.94,184.59
29.94,283.09
29.94,1921.29
29.95,63.76
29.95,77.02
29.96,129.52
29.97,137.73
29.97,159.51
29.98,144.69
29.98,285.48
29.98,689.45
29.99,118.77
30,377.71
30.01,71.51
30.01,171.15
30.01,204.09
30.02,115.81
30.02,133.08
30.03,92.41
30.03,160.52
30.05,81.04
30.05,402.27
30.09,63.4
30.09,63.96
30.11,66.66
30.11,108.6
30.11,519.53
30.12,140.7
30.13,79.92
30.13,103.61
30.13,244.96
30.15,97.83
30.15,168.57
30.16,46.81
30.16,422.14
30.17,96.85
30.17,150.43
30.18,48.5
30.18,79.68
30.18,107.67
30.19,62.35
30.19,188.77
30.21,96.23
30.21,140.25
30.21,173.36
30.22,138.45
30.22,141.89
30.23,53.89
30.23,103.94
30.26,127.97
30.27,71.77
30.27,77.34
30.27,364.05
30.27,640.21
30.28,210.77
30.28,431.12
30.29,103.15
30.29,396.3
30.29,449.95
30.29,461.91
30.29,537.99
30.3,542.71
30.3,906.85
30.31,81.12
30.32,91.4
30.32,693.17
30.32,740.28
30.33,64.42
30.33,256.32
30.34,115.46
30.34,143.89
30.34,436.05
30.35,133.96
30.35,726.4
30.37,108.06
30.38,78.54
30.39,79.14
30.39,103.1
30.4,98.15
30.4,465.54
30.41,69.37
30.41,135.26
30.42,71
30.42,71
30.42,501.86
30.43,201.71
30.43,343.64
30.44,105.44
30.44,116.06
30.45,127.24
30.45,590.42
30.46,62.99
30.47,128.47
30.47,565.02
30.48,81.51
30.48,120.72
30.49,64.74
30.49,173.93
30.5,96.06
30.5,154.09
30.51,97.17
30.51,160.92
30.51,233.2
30.52,72.53
30.52,117.95
30.52,174.76
30.53,86.03
30.53,247.82
30.53,358.63
30.54,110.24
30.55,216.24
30.55,245.82
30.56,163.12
30.56,195.21
30.56,2169.85
30.57,83.8
30.57,149.14
30.58,186.59
30.59,55.18
30.59,127.74
30.59,183.08
30.62,429.78
30.62,961.08
30.64,301.52
30.65,352.71
30.66,165.45
30.68,140.59
30.68,261.81
30.69,114.96
30.69,150.61
30.7,65.28
30.7,174.34
30.71,144.73
30.73,83.47
30.73,90.89
30.73,150.18
30.73,455.84
30.74,57.5
30.74,200.31
30.75,45.4
30.77,54.43
30.77,246.67
30.77,361.36
30.77,426.67
30.78,167.49
30.8,147.88
30.8,161.46
30.8,336.78
30.8,916.05
30.81,58.33
30.82,72.61
30.82,74.12
30.82,205.67
30.83,122.99
30.83,122.99
30.84,137.67
30.84,454.59
30.85,170.26
30.85,538.31
30.86,75.61
30.86,411.61
30.86,697.35
30.87,90.5
30.87,97.22
