none_Prod_TypeB_nk,sum_Gross_Profit_ok,sum_Sales_Total_ok
OFFICE SUPPLIES,9.61,32.58
OFFICE SUPPLIES,9.61,82.7
OFFICE SUPPLIES,9.61,98.05
OFFICE SUPPLIES,9.62,19.13
OFFICE SUPPLIES,9.62,112.54
OFFICE SUPPLIES,9.64,40.02
OFFICE SUPPLIES,9.64,60.12
OFFICE SUPPLIES,9.64,450.71
OFFICE SUPPLIES,9.65,35.62
OFFICE SUPPLIES,9.65,525.73
OFFICE SUPPLIES,9.66,21.07
OFFICE SUPPLIES,9.66,359.47
OFFICE SUPPLIES,9.67,77.54
OFFICE SUPPLIES,9.68,43.03
OFFICE SUPPLIES,9.68,79.47
OFFICE SUPPLIES,9.68,241.02
OFFICE SUPPLIES,9.68,272.78
OFFICE SUPPLIES,9.69,23.37
OFFICE SUPPLIES,9.7,25.89
OFFICE SUPPLIES,9.7,61.27
OFFICE SUPPLIES,9.7,76.75
OFFICE SUPPLIES,9.7,176.03
OFFICE SUPPLIES,9.71,20.2
OFFICE SUPPLIES,9.71,21.06
OFFICE SUPPLIES,9.71,510.05
OFFICE SUPPLIES,9.72,38.52
OFFICE SUPPLIES,9.72,70.03
OFFICE SUPPLIES,9.72,83.21
OFFICE SUPPLIES,9.72,132.72
OFFICE SUPPLIES,9.72,156.11
OFFICE SUPPLIES,9.72,227.34
OFFICE SUPPLIES,9.72,1572.66
OFFICE SUPPLIES,9.73,108.02
OFFICE SUPPLIES,9.74,29.19
OFFICE SUPPLIES,9.74,48.51
OFFICE SUPPLIES,9.74,74.26
OFFICE SUPPLIES,9.75,39.07
OFFICE SUPPLIES,9.75,57.72
OFFICE SUPPLIES,9.75,59.71
OFFICE SUPPLIES,9.75,78.6
OFFICE SUPPLIES,9.75,194.58
OFFICE SUPPLIES,9.76,29.84
OFFICE SUPPLIES,9.76,88.09
OFFICE SUPPLIES,9.76,222.2
OFFICE SUPPLIES,9.77,43.46
OFFICE SUPPLIES,9.79,20.9
OFFICE SUPPLIES,9.79,43.19
OFFICE SUPPLIES,9.79,92.94
OFFICE SUPPLIES,9.79,163.66
OFFICE SUPPLIES,9.8,23.12
OFFICE SUPPLIES,9.8,23.46
OFFICE SUPPLIES,9.8,135.31
OFFICE SUPPLIES,9.8,180.37
OFFICE SUPPLIES,9.81,85.51
OFFICE SUPPLIES,9.81,105.89
OFFICE SUPPLIES,9.81,689.58
OFFICE SUPPLIES,9.82,82.33
OFFICE SUPPLIES,9.83,110.79
OFFICE SUPPLIES,9.83,132.67
OFFICE SUPPLIES,9.83,176.83
OFFICE SUPPLIES,9.83,302.61
OFFICE SUPPLIES,9.84,33.8
OFFICE SUPPLIES,9.84,188.02
OFFICE SUPPLIES,9.85,21.99
OFFICE SUPPLIES,9.85,99.2
OFFICE SUPPLIES,9.85,120.72
OFFICE SUPPLIES,9.87,45.73
OFFICE SUPPLIES,9.87,132.87
OFFICE SUPPLIES,9.88,33.41
OFFICE SUPPLIES,9.88,50.16
OFFICE SUPPLIES,9.88,85.58
OFFICE SUPPLIES,9.88,154.59
OFFICE SUPPLIES,9.89,25.02
OFFICE SUPPLIES,9.89,124.73
OFFICE SUPPLIES,9.9,29
OFFICE SUPPLIES,9.9,37.41
OFFICE SUPPLIES,9.9,79.81
OFFICE SUPPLIES,9.9,118.35
OFFICE SUPPLIES,9.91,159.65
OFFICE SUPPLIES,9.93,19
OFFICE SUPPLIES,9.93,23.04
OFFICE SUPPLIES,9.94,16.38
OFFICE SUPPLIES,9.94,25.3
OFFICE SUPPLIES,9.94,81.9
OFFICE SUPPLIES,9.96,167.11
OFFICE SUPPLIES,9.97,22.68
OFFICE SUPPLIES,9.97,122.14
OFFICE SUPPLIES,9.97,173.09
OFFICE SUPPLIES,9.98,27.12
OFFICE SUPPLIES,9.98,28.17
OFFICE SUPPLIES,9.99,22.21
OFFICE SUPPLIES,9.99,87.47
OFFICE SUPPLIES,9.99,176.77
OFFICE SUPPLIES,10,71.22
OFFICE SUPPLIES,10,259.69
OFFICE SUPPLIES,10.02,61.76
OFFICE SUPPLIES,10.02,91.07
OFFICE SUPPLIES,10.02,163.27
OFFICE SUPPLIES,10.03,48.77
OFFICE SUPPLIES,10.05,18.17
OFFICE SUPPLIES,10.05,46.45
OFFICE SUPPLIES,10.06,73.68
OFFICE SUPPLIES,10.06,141.32
OFFICE SUPPLIES,10.07,28.29
OFFICE SUPPLIES,10.07,62.47
OFFICE SUPPLIES,10.09,24.92
OFFICE SUPPLIES,10.09,39.05
OFFICE SUPPLIES,10.09,44.03
OFFICE SUPPLIES,10.09,47.68
OFFICE SUPPLIES,10.09,48.57
OFFICE SUPPLIES,10.09,58.08
OFFICE SUPPLIES,10.09,64.47
OFFICE SUPPLIES,10.1,53.63
OFFICE SUPPLIES,10.11,29.57
OFFICE SUPPLIES,10.11,35.85
OFFICE SUPPLIES,10.11,37.57
OFFICE SUPPLIES,10.12,81.18
OFFICE SUPPLIES,10.13,243.06
OFFICE SUPPLIES,10.14,19.65
OFFICE SUPPLIES,10.14,42.57
OFFICE SUPPLIES,10.16,18.33
OFFICE SUPPLIES,10.16,30.48
OFFICE SUPPLIES,10.16,31.99
OFFICE SUPPLIES,10.16,37.02
OFFICE SUPPLIES,10.16,93.92
OFFICE SUPPLIES,10.16,119.55
OFFICE SUPPLIES,10.17,39.49
OFFICE SUPPLIES,10.18,29.31
OFFICE SUPPLIES,10.19,22.53
OFFICE SUPPLIES,10.19,70.67
OFFICE SUPPLIES,10.19,103.07
OFFICE SUPPLIES,10.19,609.82
OFFICE SUPPLIES,10.2,169.78
OFFICE SUPPLIES,10.2,677.56
OFFICE SUPPLIES,10.21,19.67
OFFICE SUPPLIES,10.21,61.13
OFFICE SUPPLIES,10.21,79.7
OFFICE SUPPLIES,10.22,37.51
OFFICE SUPPLIES,10.22,60.29
OFFICE SUPPLIES,10.22,88.25
OFFICE SUPPLIES,10.22,1041.74
OFFICE SUPPLIES,10.23,25.52
OFFICE SUPPLIES,10.23,405.6
OFFICE SUPPLIES,10.23,630.54
OFFICE SUPPLIES,10.24,33.67
OFFICE SUPPLIES,10.24,39.04
OFFICE SUPPLIES,10.24,42.27
OFFICE SUPPLIES,10.24,74.48
OFFICE SUPPLIES,10.24,122.48
OFFICE SUPPLIES,10.24,528.32
OFFICE SUPPLIES,10.25,77.38
OFFICE SUPPLIES,10.25,503.17
OFFICE SUPPLIES,10.26,25.92
OFFICE SUPPLIES,10.26,60.45
OFFICE SUPPLIES,10.26,166.13
OFFICE SUPPLIES,10.27,54.16
OFFICE SUPPLIES,10.29,111.51
OFFICE SUPPLIES,10.3,42.61
OFFICE SUPPLIES,10.31,41.44
OFFICE SUPPLIES,10.31,72.1
OFFICE SUPPLIES,10.31,240.44
OFFICE SUPPLIES,10.32,37.99
OFFICE SUPPLIES,10.32,80.11
OFFICE SUPPLIES,10.33,51.78
OFFICE SUPPLIES,10.33,77.48
OFFICE SUPPLIES,10.33,147.17
OFFICE SUPPLIES,10.34,31.75
OFFICE SUPPLIES,10.34,191.79
OFFICE SUPPLIES,10.34,407.17
OFFICE SUPPLIES,10.35,47.03
OFFICE SUPPLIES,10.35,66.43
OFFICE SUPPLIES,10.36,72.22
OFFICE SUPPLIES,10.37,38.32
OFFICE SUPPLIES,10.37,73.12
OFFICE SUPPLIES,10.37,105.99
OFFICE SUPPLIES,10.38,85.62
OFFICE SUPPLIES,10.39,56.62
OFFICE SUPPLIES,10.4,41.86
OFFICE SUPPLIES,10.4,54.59
OFFICE SUPPLIES,10.41,36.76
OFFICE SUPPLIES,10.41,136.75
OFFICE SUPPLIES,10.42,100.79
OFFICE SUPPLIES,10.42,138.04
OFFICE SUPPLIES,10.42,205.61
OFFICE SUPPLIES,10.43,78.66
OFFICE SUPPLIES,10.44,53.62
OFFICE SUPPLIES,10.44,70.57
OFFICE SUPPLIES,10.45,18.34
OFFICE SUPPLIES,10.45,50.8
OFFICE SUPPLIES,10.45,444.67
OFFICE SUPPLIES,10.46,25.45
OFFICE SUPPLIES,10.46,65.85
OFFICE SUPPLIES,10.46,120.09
OFFICE SUPPLIES,10.46,434.73
OFFICE SUPPLIES,10.47,20.3
OFFICE SUPPLIES,10.47,27.13
OFFICE SUPPLIES,10.47,31.9
OFFICE SUPPLIES,10.47,59.77
OFFICE SUPPLIES,10.48,110.31
OFFICE SUPPLIES,10.48,211.9
OFFICE SUPPLIES,10.49,36.05
OFFICE SUPPLIES,10.49,495.5
OFFICE SUPPLIES,10.5,35.43
OFFICE SUPPLIES,10.5,288.91
OFFICE SUPPLIES,10.51,29.33
OFFICE SUPPLIES,10.53,60.6
OFFICE SUPPLIES,10.53,311.21
OFFICE SUPPLIES,10.54,124.24
OFFICE SUPPLIES,10.54,292.8
OFFICE SUPPLIES,10.55,22.63
OFFICE SUPPLIES,10.56,1445.91
OFFICE SUPPLIES,10.58,67.24
OFFICE SUPPLIES,10.59,19.46
OFFICE SUPPLIES,10.59,52.61
OFFICE SUPPLIES,10.6,22.26
OFFICE SUPPLIES,10.6,95.96
OFFICE SUPPLIES,10.6,159.96
OFFICE SUPPLIES,10.61,24.99
OFFICE SUPPLIES,10.61,50.64
OFFICE SUPPLIES,10.61,66.12
OFFICE SUPPLIES,10.61,66.12
OFFICE SUPPLIES,10.61,138.17
OFFICE SUPPLIES,10.62,138.52
OFFICE SUPPLIES,10.63,109.18
OFFICE SUPPLIES,10.64,18.2
OFFICE SUPPLIES,10.64,19.07
OFFICE SUPPLIES,10.64,75.84
OFFICE SUPPLIES,10.64,119.32
OFFICE SUPPLIES,10.65,70.89
OFFICE SUPPLIES,10.65,121.51
OFFICE SUPPLIES,10.66,43.51
OFFICE SUPPLIES,10.66,64.3
OFFICE SUPPLIES,10.69,24.96
OFFICE SUPPLIES,10.69,48.94
OFFICE SUPPLIES,10.69,103.57
OFFICE SUPPLIES,10.69,396.03
OFFICE SUPPLIES,10.7,40.76
OFFICE SUPPLIES,10.7,46.15
OFFICE SUPPLIES,10.7,54.64
OFFICE SUPPLIES,10.7,192.56
OFFICE SUPPLIES,10.71,38.44
OFFICE SUPPLIES,10.71,42.73
OFFICE SUPPLIES,10.71,404.33
OFFICE SUPPLIES,10.72,41.3
OFFICE SUPPLIES,10.73,21.88
OFFICE SUPPLIES,10.73,68.14
OFFICE SUPPLIES,10.73,84.01
OFFICE SUPPLIES,10.73,114.37
OFFICE SUPPLIES,10.74,107.07
OFFICE SUPPLIES,10.75,76.8
OFFICE SUPPLIES,10.76,39.19
OFFICE SUPPLIES,10.76,83.27
OFFICE SUPPLIES,10.77,27
OFFICE SUPPLIES,10.77,118.59
OFFICE SUPPLIES,10.78,39.58
OFFICE SUPPLIES,10.78,74.47
OFFICE SUPPLIES,10.79,18.91
OFFICE SUPPLIES,10.79,22.27
OFFICE SUPPLIES,10.79,116.9
OFFICE SUPPLIES,10.81,38.55
OFFICE SUPPLIES,10.81,41.16
OFFICE SUPPLIES,10.81,54.88
OFFICE SUPPLIES,10.82,106.86
OFFICE SUPPLIES,10.82,306.41
OFFICE SUPPLIES,10.83,49.74
OFFICE SUPPLIES,10.84,25.34
OFFICE SUPPLIES,10.84,43.1
OFFICE SUPPLIES,10.84,308.16
OFFICE SUPPLIES,10.84,510.19
OFFICE SUPPLIES,10.85,16.75
OFFICE SUPPLIES,10.85,21.16
OFFICE SUPPLIES,10.85,29.03
OFFICE SUPPLIES,10.86,29.19
OFFICE SUPPLIES,10.87,23.7
OFFICE SUPPLIES,10.87,32.75
OFFICE SUPPLIES,10.87,90.45
OFFICE SUPPLIES,10.88,50.44
OFFICE SUPPLIES,10.89,54.78
OFFICE SUPPLIES,10.89,148.83
OFFICE SUPPLIES,10.89,414.87
OFFICE SUPPLIES,10.9,55.06
OFFICE SUPPLIES,10.9,74.07
OFFICE SUPPLIES,10.92,19.99
OFFICE SUPPLIES,10.92,127.85
OFFICE SUPPLIES,10.93,42.58
OFFICE SUPPLIES,10.93,47.16
OFFICE SUPPLIES,10.93,71.06
OFFICE SUPPLIES,10.93,107.14
OFFICE SUPPLIES,10.94,36.46
OFFICE SUPPLIES,10.94,68.97
OFFICE SUPPLIES,10.95,83.45
OFFICE SUPPLIES,10.95,85.89
OFFICE SUPPLIES,10.95,129.6
OFFICE SUPPLIES,10.96,114.6
OFFICE SUPPLIES,10.97,241.87
OFFICE SUPPLIES,10.98,61.03
OFFICE SUPPLIES,10.99,25.49
OFFICE SUPPLIES,10.99,31.31
OFFICE SUPPLIES,10.99,47.01
OFFICE SUPPLIES,11,25.45
OFFICE SUPPLIES,11,67.73
OFFICE SUPPLIES,11,217.69
OFFICE SUPPLIES,11.01,21.56
OFFICE SUPPLIES,11.02,281.84
OFFICE SUPPLIES,11.02,1253.01
OFFICE SUPPLIES,11.03,42.35
OFFICE SUPPLIES,11.03,80.77
OFFICE SUPPLIES,11.03,85.66
OFFICE SUPPLIES,11.03,97.88
OFFICE SUPPLIES,11.03,121.72
OFFICE SUPPLIES,11.03,209.2
OFFICE SUPPLIES,11.04,447.25
OFFICE SUPPLIES,11.04,976.69
OFFICE SUPPLIES,11.05,44.46
OFFICE SUPPLIES,11.05,186.69
OFFICE SUPPLIES,11.06,51.6
OFFICE SUPPLIES,11.06,272.2
OFFICE SUPPLIES,11.07,26.44
OFFICE SUPPLIES,11.07,34.04
OFFICE SUPPLIES,11.07,75.57
OFFICE SUPPLIES,11.08,48.68
OFFICE SUPPLIES,11.08,92.64
OFFICE SUPPLIES,11.09,99.48
OFFICE SUPPLIES,11.09,214.99
OFFICE SUPPLIES,11.1,46.85
OFFICE SUPPLIES,11.1,53.75
OFFICE SUPPLIES,11.1,69.76
OFFICE SUPPLIES,11.1,115.51
OFFICE SUPPLIES,11.1,499.65
OFFICE SUPPLIES,11.12,20.19
OFFICE SUPPLIES,11.12,27.54
OFFICE SUPPLIES,11.12,31.46
OFFICE SUPPLIES,11.13,26.5
OFFICE SUPPLIES,11.13,40.03
OFFICE SUPPLIES,11.13,76.19
OFFICE SUPPLIES,11.14,26.32
OFFICE SUPPLIES,11.14,41.91
OFFICE SUPPLIES,11.14,87.24
OFFICE SUPPLIES,11.15,90.73
OFFICE SUPPLIES,11.15,91.48
OFFICE SUPPLIES,11.16,20.03
OFFICE SUPPLIES,11.16,24.48
OFFICE SUPPLIES,11.16,26.15
OFFICE SUPPLIES,11.16,98.2
OFFICE SUPPLIES,11.16,142.15
OFFICE SUPPLIES,11.17,35.47
OFFICE SUPPLIES,11.17,56.98
OFFICE SUPPLIES,11.18,30.35
OFFICE SUPPLIES,11.19,120.38
OFFICE SUPPLIES,11.2,21.46
OFFICE SUPPLIES,11.2,109.5
OFFICE SUPPLIES,11.2,190.3
OFFICE SUPPLIES,11.21,39.38
OFFICE SUPPLIES,11.21,48.43
OFFICE SUPPLIES,11.21,49.26
OFFICE SUPPLIES,11.21,65.6
OFFICE SUPPLIES,11.22,24.88
OFFICE SUPPLIES,11.22,49.2
OFFICE SUPPLIES,11.22,63.93
OFFICE SUPPLIES,11.23,21.03
OFFICE SUPPLIES,11.23,53.25
OFFICE SUPPLIES,11.23,80.98
OFFICE SUPPLIES,11.23,290.4
OFFICE SUPPLIES,11.24,47.84
OFFICE SUPPLIES,11.25,22.59
OFFICE SUPPLIES,11.25,550.82
OFFICE SUPPLIES,11.26,24.51
OFFICE SUPPLIES,11.26,46.29
OFFICE SUPPLIES,11.26,49.98
OFFICE SUPPLIES,11.26,92.18
OFFICE SUPPLIES,11.26,120.81
OFFICE SUPPLIES,11.26,123.59
OFFICE SUPPLIES,11.26,141.9
OFFICE SUPPLIES,11.27,29.84
OFFICE SUPPLIES,11.27,38.42
OFFICE SUPPLIES,11.27,88.48
OFFICE SUPPLIES,11.28,28.66
OFFICE SUPPLIES,11.28,29.74
OFFICE SUPPLIES,11.28,66.67
OFFICE SUPPLIES,11.28,89.89
OFFICE SUPPLIES,11.28,629.92
OFFICE SUPPLIES,11.3,147.09
OFFICE SUPPLIES,11.31,16.77
OFFICE SUPPLIES,11.31,312.63
OFFICE SUPPLIES,11.32,50.64
OFFICE SUPPLIES,11.32,63.84
OFFICE SUPPLIES,11.32,402.85
OFFICE SUPPLIES,11.34,55.22
OFFICE SUPPLIES,11.34,126.18
OFFICE SUPPLIES,11.35,65.67
OFFICE SUPPLIES,11.35,69.07
OFFICE SUPPLIES,11.35,170.74
OFFICE SUPPLIES,11.35,202.1
OFFICE SUPPLIES,11.36,583.64
OFFICE SUPPLIES,11.37,20.2
OFFICE SUPPLIES,11.37,115.01
OFFICE SUPPLIES,11.38,24.04
OFFICE SUPPLIES,11.38,94.22
OFFICE SUPPLIES,11.39,19.51
OFFICE SUPPLIES,11.39,313.85
OFFICE SUPPLIES,11.41,23.7
OFFICE SUPPLIES,11.41,39.15
OFFICE SUPPLIES,11.42,32.31
OFFICE SUPPLIES,11.42,55.2
OFFICE SUPPLIES,11.42,70.07
OFFICE SUPPLIES,11.42,133.86
OFFICE SUPPLIES,11.42,364.69
OFFICE SUPPLIES,11.44,118.54
OFFICE SUPPLIES,11.45,42.02
OFFICE SUPPLIES,11.45,51.93
OFFICE SUPPLIES,11.45,98.77
OFFICE SUPPLIES,11.46,22.78
OFFICE SUPPLIES,11.46,40.72
OFFICE SUPPLIES,11.46,95.83
OFFICE SUPPLIES,11.46,169.32
OFFICE SUPPLIES,11.46,316.12
OFFICE SUPPLIES,11.47,40.79
OFFICE SUPPLIES,11.47,131.65
OFFICE SUPPLIES,11.48,60.34
OFFICE SUPPLIES,11.48,85.49
OFFICE SUPPLIES,11.49,23.73
OFFICE SUPPLIES,11.5,431.16
OFFICE SUPPLIES,11.52,18.11
OFFICE SUPPLIES,11.52,69.82
OFFICE SUPPLIES,11.52,80.9
OFFICE SUPPLIES,11.53,23.36
OFFICE SUPPLIES,11.53,49.51
OFFICE SUPPLIES,11.53,183.46
OFFICE SUPPLIES,11.54,31.28
OFFICE SUPPLIES,11.54,32.74
OFFICE SUPPLIES,11.56,134.61
OFFICE SUPPLIES,11.57,60.47
OFFICE SUPPLIES,11.58,29.43
OFFICE SUPPLIES,11.58,38.73
OFFICE SUPPLIES,11.58,44.16
OFFICE SUPPLIES,11.58,44.52
OFFICE SUPPLIES,11.58,50.47
OFFICE SUPPLIES,11.58,53.81
OFFICE SUPPLIES,11.58,98.24
OFFICE SUPPLIES,11.58,99.28
OFFICE SUPPLIES,11.58,179.65
OFFICE SUPPLIES,11.59,33.88
OFFICE SUPPLIES,11.59,87.18
OFFICE SUPPLIES,11.61,90.7
OFFICE SUPPLIES,11.61,148.08
OFFICE SUPPLIES,11.61,172.25
OFFICE SUPPLIES,11.61,195.32
OFFICE SUPPLIES,11.62,19.45
OFFICE SUPPLIES,11.62,36.43
OFFICE SUPPLIES,11.62,59.76
OFFICE SUPPLIES,11.62,240.09
OFFICE SUPPLIES,11.62,283.58
OFFICE SUPPLIES,11.63,127.42
OFFICE SUPPLIES,11.63,313.4
OFFICE SUPPLIES,11.64,166.75
OFFICE SUPPLIES,11.65,39.99
OFFICE SUPPLIES,11.65,64.37
OFFICE SUPPLIES,11.65,152.21
OFFICE SUPPLIES,11.66,52.9
OFFICE SUPPLIES,11.66,138.21
OFFICE SUPPLIES,11.67,46.97
OFFICE SUPPLIES,11.68,22.09
OFFICE SUPPLIES,11.69,67.83
OFFICE SUPPLIES,11.69,159.39
OFFICE SUPPLIES,11.69,202.42
OFFICE SUPPLIES,11.69,321.68
OFFICE SUPPLIES,11.69,321.68
OFFICE SUPPLIES,11.7,40.85
OFFICE SUPPLIES,11.7,203.91
OFFICE SUPPLIES,11.71,39.22
OFFICE SUPPLIES,11.72,22.94
OFFICE SUPPLIES,11.72,25.85
OFFICE SUPPLIES,11.72,72.03
OFFICE SUPPLIES,11.72,360.28
OFFICE SUPPLIES,11.74,35.17
OFFICE SUPPLIES,11.74,83.8
OFFICE SUPPLIES,11.75,21.55
OFFICE SUPPLIES,11.76,48.46
OFFICE SUPPLIES,11.76,108.91
OFFICE SUPPLIES,11.76,112.93
OFFICE SUPPLIES,11.77,153.57
OFFICE SUPPLIES,11.78,252.68
OFFICE SUPPLIES,11.79,25.64
OFFICE SUPPLIES,11.79,166.92
OFFICE SUPPLIES,11.8,148.64
OFFICE SUPPLIES,11.81,71.52
OFFICE SUPPLIES,11.81,98.71
OFFICE SUPPLIES,11.82,53.45
OFFICE SUPPLIES,11.84,22.39
OFFICE SUPPLIES,11.84,38.19
OFFICE SUPPLIES,11.85,46.25
OFFICE SUPPLIES,11.85,63.03
OFFICE SUPPLIES,11.86,34.33
OFFICE SUPPLIES,11.86,117.07
OFFICE SUPPLIES,11.87,31.6
OFFICE SUPPLIES,11.88,24.17
OFFICE SUPPLIES,11.88,24.54
OFFICE SUPPLIES,11.88,41.76
OFFICE SUPPLIES,11.88,214.04
OFFICE SUPPLIES,11.88,254.25
OFFICE SUPPLIES,11.88,525.73
OFFICE SUPPLIES,11.89,448.1
OFFICE SUPPLIES,11.9,259.2
OFFICE SUPPLIES,11.91,19.59
OFFICE SUPPLIES,11.91,68.71
OFFICE SUPPLIES,11.91,85.73
OFFICE SUPPLIES,11.91,89.99
OFFICE SUPPLIES,11.92,71.48
OFFICE SUPPLIES,11.92,137.18
OFFICE SUPPLIES,11.92,154.76
OFFICE SUPPLIES,11.93,145.02
OFFICE SUPPLIES,11.94,36.87
OFFICE SUPPLIES,11.94,111.18
OFFICE SUPPLIES,11.95,34.45
OFFICE SUPPLIES,11.95,67.1
OFFICE SUPPLIES,11.95,178.12
OFFICE SUPPLIES,11.96,24.2
OFFICE SUPPLIES,11.96,25.28
OFFICE SUPPLIES,11.96,432.69
OFFICE SUPPLIES,11.97,421.87
OFFICE SUPPLIES,11.98,96.52
OFFICE SUPPLIES,11.99,23.65
OFFICE SUPPLIES,11.99,78.09
OFFICE SUPPLIES,11.99,139.1
OFFICE SUPPLIES,12,107.15
OFFICE SUPPLIES,12.02,36.15
OFFICE SUPPLIES,12.03,177.94
OFFICE SUPPLIES,12.04,48.48
OFFICE SUPPLIES,12.04,128.11
OFFICE SUPPLIES,12.05,51.73
OFFICE SUPPLIES,12.08,56.27
OFFICE SUPPLIES,12.09,41.36
OFFICE SUPPLIES,12.09,65.5
OFFICE SUPPLIES,12.1,46.71
OFFICE SUPPLIES,12.1,185.09
OFFICE SUPPLIES,12.11,61.38
OFFICE SUPPLIES,12.11,157.12
OFFICE SUPPLIES,12.13,21.32
OFFICE SUPPLIES,12.13,28.18
OFFICE SUPPLIES,12.13,39.28
OFFICE SUPPLIES,12.13,265.88
OFFICE SUPPLIES,12.14,76.19
OFFICE SUPPLIES,12.14,79.39
OFFICE SUPPLIES,12.14,96.81
OFFICE SUPPLIES,12.15,284.4
OFFICE SUPPLIES,12.18,20.15
OFFICE SUPPLIES,12.18,23.52
OFFICE SUPPLIES,12.18,23.84
OFFICE SUPPLIES,12.18,76.41
OFFICE SUPPLIES,12.18,79.14
OFFICE SUPPLIES,12.19,62.91
OFFICE SUPPLIES,12.21,25.53
OFFICE SUPPLIES,12.21,82.12
OFFICE SUPPLIES,12.21,163.95
OFFICE SUPPLIES,12.21,452.39
OFFICE SUPPLIES,12.22,287.79
OFFICE SUPPLIES,12.22,591.3
OFFICE SUPPLIES,12.23,29.24
OFFICE SUPPLIES,12.23,30.56
OFFICE SUPPLIES,12.23,507.92
OFFICE SUPPLIES,12.24,19.69
OFFICE SUPPLIES,12.24,21.64
OFFICE SUPPLIES,12.24,250.08
OFFICE SUPPLIES,12.27,75.61
OFFICE SUPPLIES,12.28,120.22
OFFICE SUPPLIES,12.28,173.11
OFFICE SUPPLIES,12.29,63.84
OFFICE SUPPLIES,12.29,64.19
OFFICE SUPPLIES,12.3,66.5
OFFICE SUPPLIES,12.31,73.55
OFFICE SUPPLIES,12.32,679.98
OFFICE SUPPLIES,12.33,27.43
OFFICE SUPPLIES,12.33,29.34
OFFICE SUPPLIES,12.34,100.72
OFFICE SUPPLIES,12.34,179.26
OFFICE SUPPLIES,12.36,59.29
OFFICE SUPPLIES,12.37,30.73
OFFICE SUPPLIES,12.37,94.26
OFFICE SUPPLIES,12.38,95.56
OFFICE SUPPLIES,12.38,113.47
OFFICE SUPPLIES,12.38,131.94
OFFICE SUPPLIES,12.4,21.06
OFFICE SUPPLIES,12.4,41
OFFICE SUPPLIES,12.4,80.29
OFFICE SUPPLIES,12.41,70.23
OFFICE SUPPLIES,12.42,42.45
OFFICE SUPPLIES,12.42,48.85
OFFICE SUPPLIES,12.42,90.88
OFFICE SUPPLIES,12.42,150.29
OFFICE SUPPLIES,12.44,200.1
OFFICE SUPPLIES,12.45,61.68
OFFICE SUPPLIES,12.45,68.76
OFFICE SUPPLIES,12.46,133.68
OFFICE SUPPLIES,12.46,557.23
OFFICE SUPPLIES,12.47,142.83
OFFICE SUPPLIES,12.48,43.72
OFFICE SUPPLIES,12.48,70.95
OFFICE SUPPLIES,12.48,77.33
OFFICE SUPPLIES,12.49,268.69
OFFICE SUPPLIES,12.5,482.88
OFFICE SUPPLIES,12.51,387.02
OFFICE SUPPLIES,12.52,61.75
OFFICE SUPPLIES,12.54,37.17
OFFICE SUPPLIES,12.54,110.76
OFFICE SUPPLIES,12.54,155.52
OFFICE SUPPLIES,12.55,18.9
OFFICE SUPPLIES,12.55,23.87
OFFICE SUPPLIES,12.55,87.54
OFFICE SUPPLIES,12.56,25.88
OFFICE SUPPLIES,12.56,69.85
OFFICE SUPPLIES,12.56,108.32
OFFICE SUPPLIES,12.57,36.49
OFFICE SUPPLIES,12.57,86.03
OFFICE SUPPLIES,12.57,102.72
OFFICE SUPPLIES,12.58,266.44
OFFICE SUPPLIES,12.59,36.65
OFFICE SUPPLIES,12.59,111.2
OFFICE SUPPLIES,12.6,25.26
OFFICE SUPPLIES,12.6,72.13
OFFICE SUPPLIES,12.6,72.16
OFFICE SUPPLIES,12.61,61.18
OFFICE SUPPLIES,12.61,134.63
OFFICE SUPPLIES,12.63,19.24
OFFICE SUPPLIES,12.63,141.34
OFFICE SUPPLIES,12.63,147.87
OFFICE SUPPLIES,12.64,19.52
OFFICE SUPPLIES,12.64,30.85
OFFICE SUPPLIES,12.64,87.87
OFFICE SUPPLIES,12.64,288.45
OFFICE SUPPLIES,12.65,42.17
OFFICE SUPPLIES,12.66,415.83
OFFICE SUPPLIES,12.68,39.44
OFFICE SUPPLIES,12.68,56.53
OFFICE SUPPLIES,12.68,71.32
OFFICE SUPPLIES,12.69,116.63
OFFICE SUPPLIES,12.69,132.01
OFFICE SUPPLIES,12.69,148.21
OFFICE SUPPLIES,12.69,422.02
OFFICE SUPPLIES,12.69,471.33
OFFICE SUPPLIES,12.69,1200.7
OFFICE SUPPLIES,12.7,45.13
OFFICE SUPPLIES,12.7,84.78
OFFICE SUPPLIES,12.71,95.58
OFFICE SUPPLIES,12.72,79.37
OFFICE SUPPLIES,12.72,189.14
OFFICE SUPPLIES,12.73,40.41
OFFICE SUPPLIES,12.73,92.69
OFFICE SUPPLIES,12.73,122.93
OFFICE SUPPLIES,12.73,208.89
OFFICE SUPPLIES,12.74,44.02
OFFICE SUPPLIES,12.75,93.46
OFFICE SUPPLIES,12.76,36.26
OFFICE SUPPLIES,12.77,47.78
OFFICE SUPPLIES,12.78,24.19
OFFICE SUPPLIES,12.78,51.5
OFFICE SUPPLIES,12.78,126.5
OFFICE SUPPLIES,12.78,188.45
OFFICE SUPPLIES,12.8,29.39
OFFICE SUPPLIES,12.81,27.8
OFFICE SUPPLIES,12.82,61.12
OFFICE SUPPLIES,12.83,47.55
OFFICE SUPPLIES,12.83,205.4
OFFICE SUPPLIES,12.84,40.2
OFFICE SUPPLIES,12.84,61.04
OFFICE SUPPLIES,12.84,65.7
