none_Order_Priority_nk,none_PID_ok,none_Prod_TypeC_nk,none_Ship_Date_ok,sum_Fill_Time_ok
2-HIGH,53824,STORAGE & ORGANIZATION,2002-11-20 00:00:00,0
2-HIGH,53860,TELEPHONES AND COMMUNICATION,2002-11-24 00:00:00,2
2-HIGH,53861,APPLIANCES,2002-11-22 00:00:00,0
2-HIGH,53862,APPLIANCES,2002-11-24 00:00:00,2
2-HIGH,53863,COMPUTER PERIPHERALS,2002-11-24 00:00:00,2
2-HIGH,53881,SCISSORS\, RULERS AND TRIMMERS,2002-11-24 00:00:00,1
2-HIGH,53882,OFFICE FURNISHINGS,2002-11-25 00:00:00,2
2-HIGH,53883,BINDERS AND BINDER ACCESSORIES,2002-11-25 00:00:00,2
2-HIGH,53884,APPLIANCES,2002-11-24 00:00:00,1
2-HIGH,53934,BINDERS AND BINDER ACCESSORIES,2002-11-26 00:00:00,1
2-HIGH,53935,OFFICE FURNISHINGS,2002-11-26 00:00:00,1
2-HIGH,53936,PAPER,2002-11-27 00:00:00,2
2-HIGH,53937,TELEPHONES AND COMMUNICATION,2002-11-27 00:00:00,2
2-HIGH,53957,TELEPHONES AND COMMUNICATION,2002-11-26 00:00:00,0
2-HIGH,53958,TELEPHONES AND COMMUNICATION,2002-11-28 00:00:00,2
2-HIGH,53959,BINDERS AND BINDER ACCESSORIES,2002-11-27 00:00:00,1
2-HIGH,53960,PAPER,2002-11-27 00:00:00,1
2-HIGH,53990,BINDERS AND BINDER ACCESSORIES,2002-11-28 00:00:00,2
2-HIGH,53991,PAPER,2002-11-27 00:00:00,1
2-HIGH,53992,PENS & ART SUPPLIES,2002-11-28 00:00:00,2
2-HIGH,53993,PAPER,2002-11-27 00:00:00,1
2-HIGH,53994,OFFICE MACHINES,2002-11-27 00:00:00,1
2-HIGH,53995,TELEPHONES AND COMMUNICATION,2002-11-26 00:00:00,0
2-HIGH,53996,OFFICE MACHINES,2002-11-28 00:00:00,2
2-HIGH,54014,STORAGE & ORGANIZATION,2002-11-28 00:00:00,1
2-HIGH,54015,TELEPHONES AND COMMUNICATION,2002-11-29 00:00:00,2
2-HIGH,54016,OFFICE FURNISHINGS,2002-11-28 00:00:00,1
2-HIGH,54017,PAPER,2002-11-29 00:00:00,2
2-HIGH,54080,COMPUTER PERIPHERALS,2002-12-03 00:00:00,1
2-HIGH,54081,PAPER,2002-12-02 00:00:00,0
2-HIGH,54112,PAPER,2002-12-03 00:00:00,0
2-HIGH,54113,PENS & ART SUPPLIES,2002-12-04 00:00:00,1
2-HIGH,54114,COMPUTER PERIPHERALS,2002-12-04 00:00:00,1
2-HIGH,54115,OFFICE FURNISHINGS,2002-12-05 00:00:00,2
2-HIGH,54116,OFFICE FURNISHINGS,2002-12-04 00:00:00,1
2-HIGH,54117,BINDERS AND BINDER ACCESSORIES,2002-12-05 00:00:00,1
2-HIGH,54122,PENS & ART SUPPLIES,2002-12-05 00:00:00,1
2-HIGH,54123,TELEPHONES AND COMMUNICATION,2002-12-05 00:00:00,1
2-HIGH,54124,OFFICE FURNISHINGS,2002-12-04 00:00:00,0
2-HIGH,54125,APPLIANCES,2002-12-06 00:00:00,2
2-HIGH,54126,BINDERS AND BINDER ACCESSORIES,2002-12-05 00:00:00,1
2-HIGH,54127,OFFICE FURNISHINGS,2002-12-06 00:00:00,2
2-HIGH,54128,PAPER,2002-12-05 00:00:00,1
2-HIGH,54141,APPLIANCES,2002-12-05 00:00:00,1
2-HIGH,54142,TABLES,2002-12-05 00:00:00,1
2-HIGH,54143,PENS & ART SUPPLIES,2002-12-06 00:00:00,2
2-HIGH,54144,PENS & ART SUPPLIES,2002-12-05 00:00:00,1
2-HIGH,54145,LABELS,2002-12-06 00:00:00,2
2-HIGH,54146,APPLIANCES,2002-12-05 00:00:00,1
2-HIGH,54147,OFFICE MACHINES,2002-12-07 00:00:00,3
2-HIGH,54148,OFFICE FURNISHINGS,2002-12-06 00:00:00,2
2-HIGH,54149,BOOKCASES,2002-12-06 00:00:00,2
2-HIGH,54150,PAPER,2002-12-05 00:00:00,1
2-HIGH,54151,PAPER,2002-12-04 00:00:00,0
2-HIGH,54152,PAPER,2002-12-04 00:00:00,0
2-HIGH,54153,TELEPHONES AND COMMUNICATION,2002-12-06 00:00:00,2
2-HIGH,54154,TELEPHONES AND COMMUNICATION,2002-12-05 00:00:00,1
2-HIGH,54167,APPLIANCES,2002-12-06 00:00:00,1
2-HIGH,54168,PAPER,2002-12-06 00:00:00,1
2-HIGH,54169,OFFICE FURNISHINGS,2002-12-05 00:00:00,0
2-HIGH,54181,BINDERS AND BINDER ACCESSORIES,2002-12-07 00:00:00,2
2-HIGH,54182,TABLES,2002-12-06 00:00:00,1
2-HIGH,54183,PAPER,2002-12-06 00:00:00,1
2-HIGH,54184,STORAGE & ORGANIZATION,2002-12-06 00:00:00,1
2-HIGH,54185,LABELS,2002-12-05 00:00:00,0
2-HIGH,54186,TELEPHONES AND COMMUNICATION,2002-12-07 00:00:00,2
2-HIGH,54187,COMPUTER PERIPHERALS,2002-12-07 00:00:00,2
2-HIGH,54188,PENS & ART SUPPLIES,2002-12-05 00:00:00,0
2-HIGH,54189,STORAGE & ORGANIZATION,2002-12-07 00:00:00,2
2-HIGH,54190,COMPUTER PERIPHERALS,2002-12-07 00:00:00,2
2-HIGH,54191,BINDERS AND BINDER ACCESSORIES,2002-12-06 00:00:00,1
2-HIGH,54192,PAPER,2002-12-08 00:00:00,3
2-HIGH,54193,PENS & ART SUPPLIES,2002-12-06 00:00:00,1
2-HIGH,54194,PENS & ART SUPPLIES,2002-12-07 00:00:00,2
2-HIGH,54212,PAPER,2002-12-09 00:00:00,2
2-HIGH,54213,TELEPHONES AND COMMUNICATION,2002-12-09 00:00:00,2
2-HIGH,54214,LABELS,2002-12-08 00:00:00,1
2-HIGH,54216,STORAGE & ORGANIZATION,2002-12-08 00:00:00,1
2-HIGH,54222,RUBBER BANDS,2002-12-09 00:00:00,2
2-HIGH,54223,STORAGE & ORGANIZATION,2002-12-09 00:00:00,2
2-HIGH,54224,APPLIANCES,2002-12-09 00:00:00,2
2-HIGH,54225,PAPER,2002-12-09 00:00:00,2
2-HIGH,54226,PAPER,2002-12-09 00:00:00,2
2-HIGH,54227,BINDERS AND BINDER ACCESSORIES,2002-12-08 00:00:00,1
2-HIGH,54233,APPLIANCES,2002-12-10 00:00:00,2
2-HIGH,54234,SCISSORS\, RULERS AND TRIMMERS,2002-12-09 00:00:00,1
2-HIGH,54235,BINDERS AND BINDER ACCESSORIES,2002-12-09 00:00:00,1
2-HIGH,54236,OFFICE MACHINES,2002-12-09 00:00:00,1
2-HIGH,54244,OFFICE FURNISHINGS,2002-12-10 00:00:00,2
2-HIGH,54245,SCISSORS\, RULERS AND TRIMMERS,2002-12-09 00:00:00,1
2-HIGH,54293,PAPER,2002-12-12 00:00:00,2
2-HIGH,54294,PAPER,2002-12-12 00:00:00,2
2-HIGH,54300,BINDERS AND BINDER ACCESSORIES,2002-12-12 00:00:00,2
2-HIGH,54301,OFFICE MACHINES,2002-12-12 00:00:00,2
2-HIGH,54302,APPLIANCES,2002-12-10 00:00:00,0
2-HIGH,54303,BOOKCASES,2002-12-12 00:00:00,2
2-HIGH,54304,CHAIRS & CHAIRMATS,2002-12-13 00:00:00,3
2-HIGH,54358,OFFICE FURNISHINGS,2002-12-14 00:00:00,1
2-HIGH,54359,BINDERS AND BINDER ACCESSORIES,2002-12-14 00:00:00,1
2-HIGH,54360,PAPER,2002-12-15 00:00:00,2
2-HIGH,54361,PAPER,2002-12-15 00:00:00,2
2-HIGH,54362,PAPER,2002-12-14 00:00:00,1
2-HIGH,54376,OFFICE FURNISHINGS,2002-12-15 00:00:00,2
2-HIGH,54377,PAPER,2002-12-14 00:00:00,1
2-HIGH,54378,PAPER,2002-12-15 00:00:00,2
2-HIGH,54379,LABELS,2002-12-14 00:00:00,1
2-HIGH,54380,COMPUTER PERIPHERALS,2002-12-13 00:00:00,0
2-HIGH,54381,TELEPHONES AND COMMUNICATION,2002-12-14 00:00:00,1
2-HIGH,54382,COMPUTER PERIPHERALS,2002-12-15 00:00:00,2
2-HIGH,54394,APPLIANCES,2002-12-17 00:00:00,3
2-HIGH,54395,PAPER,2002-12-15 00:00:00,1
2-HIGH,54396,PENS & ART SUPPLIES,2002-12-15 00:00:00,1
2-HIGH,54402,STORAGE & ORGANIZATION,2002-12-15 00:00:00,1
2-HIGH,54403,BINDERS AND BINDER ACCESSORIES,2002-12-15 00:00:00,1
2-HIGH,54404,ENVELOPES,2002-12-15 00:00:00,1
2-HIGH,54405,OFFICE MACHINES,2002-12-16 00:00:00,2
2-HIGH,54406,TELEPHONES AND COMMUNICATION,2002-12-16 00:00:00,2
2-HIGH,54407,TELEPHONES AND COMMUNICATION,2002-12-15 00:00:00,1
2-HIGH,54435,STORAGE & ORGANIZATION,2002-12-17 00:00:00,2
2-HIGH,54436,PENS & ART SUPPLIES,2002-12-17 00:00:00,2
2-HIGH,54437,STORAGE & ORGANIZATION,2002-12-17 00:00:00,2
2-HIGH,54438,PENS & ART SUPPLIES,2002-12-17 00:00:00,2
2-HIGH,54439,APPLIANCES,2002-12-16 00:00:00,1
2-HIGH,54440,PAPER,2002-12-17 00:00:00,2
2-HIGH,54441,OFFICE FURNISHINGS,2002-12-16 00:00:00,1
2-HIGH,54442,TABLES,2002-12-16 00:00:00,1
2-HIGH,54443,COMPUTER PERIPHERALS,2002-12-17 00:00:00,2
2-HIGH,54444,TELEPHONES AND COMMUNICATION,2002-12-17 00:00:00,2
2-HIGH,54454,PENS & ART SUPPLIES,2002-12-17 00:00:00,1
2-HIGH,54455,PAPER,2002-12-17 00:00:00,1
2-HIGH,54456,PAPER,2002-12-17 00:00:00,1
2-HIGH,54457,BINDERS AND BINDER ACCESSORIES,2002-12-18 00:00:00,2
2-HIGH,54458,PENS & ART SUPPLIES,2002-12-19 00:00:00,3
2-HIGH,54479,BINDERS AND BINDER ACCESSORIES,2002-12-17 00:00:00,0
2-HIGH,54480,APPLIANCES,2002-12-18 00:00:00,1
2-HIGH,54481,TELEPHONES AND COMMUNICATION,2002-12-18 00:00:00,1
2-HIGH,54487,TABLES,2002-12-19 00:00:00,2
2-HIGH,54488,OFFICE FURNISHINGS,2002-12-18 00:00:00,1
2-HIGH,54489,COMPUTER PERIPHERALS,2002-12-19 00:00:00,2
2-HIGH,54490,COMPUTER PERIPHERALS,2002-12-18 00:00:00,1
2-HIGH,54491,SCISSORS\, RULERS AND TRIMMERS,2002-12-17 00:00:00,0
2-HIGH,54492,PAPER,2002-12-18 00:00:00,1
2-HIGH,54500,STORAGE & ORGANIZATION,2002-12-19 00:00:00,1
2-HIGH,54501,PENS & ART SUPPLIES,2002-12-18 00:00:00,0
2-HIGH,54502,TELEPHONES AND COMMUNICATION,2002-12-20 00:00:00,2
2-HIGH,54503,CHAIRS & CHAIRMATS,2002-12-20 00:00:00,2
2-HIGH,54524,BINDERS AND BINDER ACCESSORIES,2002-12-20 00:00:00,2
2-HIGH,54525,SCISSORS\, RULERS AND TRIMMERS,2002-12-20 00:00:00,2
2-HIGH,54535,OFFICE FURNISHINGS,2002-12-21 00:00:00,2
2-HIGH,54536,OFFICE FURNISHINGS,2002-12-22 00:00:00,3
2-HIGH,54537,PENS & ART SUPPLIES,2002-12-21 00:00:00,2
2-HIGH,54538,PAPER,2002-12-20 00:00:00,1
2-HIGH,54539,RUBBER BANDS,2002-12-20 00:00:00,1
2-HIGH,54540,PENS & ART SUPPLIES,2002-12-20 00:00:00,1
2-HIGH,54613,PAPER,2002-12-23 00:00:00,1
2-HIGH,54614,PAPER,2002-12-24 00:00:00,2
2-HIGH,54615,PAPER,2002-12-23 00:00:00,1
2-HIGH,54616,BINDERS AND BINDER ACCESSORIES,2002-12-24 00:00:00,2
2-HIGH,54617,OFFICE FURNISHINGS,2002-12-22 00:00:00,0
2-HIGH,54666,OFFICE FURNISHINGS,2002-12-26 00:00:00,2
2-HIGH,54667,BINDERS AND BINDER ACCESSORIES,2002-12-25 00:00:00,1
2-HIGH,54679,TELEPHONES AND COMMUNICATION,2002-12-25 00:00:00,1
2-HIGH,54680,APPLIANCES,2002-12-25 00:00:00,1
2-HIGH,54681,COMPUTER PERIPHERALS,2002-12-24 00:00:00,0
2-HIGH,54682,STORAGE & ORGANIZATION,2002-12-27 00:00:00,3
2-HIGH,54683,STORAGE & ORGANIZATION,2002-12-26 00:00:00,2
2-HIGH,54684,BINDERS AND BINDER ACCESSORIES,2002-12-24 00:00:00,0
2-HIGH,54710,OFFICE MACHINES,2002-12-28 00:00:00,2
2-HIGH,54711,BINDERS AND BINDER ACCESSORIES,2002-12-28 00:00:00,2
2-HIGH,54712,PAPER,2002-12-28 00:00:00,2
2-HIGH,54713,BINDERS AND BINDER ACCESSORIES,2002-12-26 00:00:00,0
2-HIGH,54714,OFFICE FURNISHINGS,2002-12-28 00:00:00,2
2-HIGH,54715,PENS & ART SUPPLIES,2002-12-28 00:00:00,2
2-HIGH,54716,STORAGE & ORGANIZATION,2002-12-28 00:00:00,2
2-HIGH,54730,TELEPHONES AND COMMUNICATION,2002-12-28 00:00:00,2
2-HIGH,54731,COMPUTER PERIPHERALS,2002-12-26 00:00:00,0
2-HIGH,54742,OFFICE FURNISHINGS,2002-12-28 00:00:00,1
2-HIGH,54757,PAPER,2002-12-28 00:00:00,1
2-HIGH,54766,OFFICE MACHINES,2002-12-30 00:00:00,2
2-HIGH,54774,SCISSORS\, RULERS AND TRIMMERS,2002-12-29 00:00:00,1
2-HIGH,54775,TELEPHONES AND COMMUNICATION,2002-12-28 00:00:00,0
2-HIGH,54776,OFFICE MACHINES,2002-12-30 00:00:00,2
2-HIGH,54777,LABELS,2002-12-29 00:00:00,1
2-HIGH,54778,COMPUTER PERIPHERALS,2002-12-28 00:00:00,0
2-HIGH,54791,CHAIRS & CHAIRMATS,2002-12-31 00:00:00,2
2-HIGH,54792,OFFICE FURNISHINGS,2002-12-29 00:00:00,0
2-HIGH,54793,ENVELOPES,2002-12-31 00:00:00,2
2-HIGH,54794,PENS & ART SUPPLIES,2002-12-31 00:00:00,2
2-HIGH,54795,TELEPHONES AND COMMUNICATION,2002-12-30 00:00:00,1
2-HIGH,54796,COMPUTER PERIPHERALS,2002-12-31 00:00:00,2
2-HIGH,54797,OFFICE FURNISHINGS,2002-12-30 00:00:00,1
2-HIGH,54817,TELEPHONES AND COMMUNICATION,2003-01-01 00:00:00,2
2-HIGH,54818,BINDERS AND BINDER ACCESSORIES,2002-12-31 00:00:00,1
2-HIGH,54819,BINDERS AND BINDER ACCESSORIES,2002-12-31 00:00:00,1
2-HIGH,54820,PAPER,2002-12-31 00:00:00,1
2-HIGH,54821,PAPER,2003-01-02 00:00:00,3
2-HIGH,54822,PAPER,2003-01-01 00:00:00,2
2-HIGH,54823,OFFICE FURNISHINGS,2003-01-01 00:00:00,2
2-HIGH,54831,PENS & ART SUPPLIES,2003-01-01 00:00:00,2
2-HIGH,54832,TELEPHONES AND COMMUNICATION,2002-12-30 00:00:00,0
2-HIGH,54833,CHAIRS & CHAIRMATS,2003-01-01 00:00:00,2
3-MEDIUM,52562,PENS & ART SUPPLIES,2002-10-01 00:00:00,2
3-MEDIUM,52564,OFFICE FURNISHINGS,2002-10-01 00:00:00,1
3-MEDIUM,52579,TELEPHONES AND COMMUNICATION,2002-10-02 00:00:00,1
3-MEDIUM,52580,PAPER,2002-10-01 00:00:00,0
3-MEDIUM,52581,STORAGE & ORGANIZATION,2002-10-03 00:00:00,2
3-MEDIUM,52582,STORAGE & ORGANIZATION,2002-10-02 00:00:00,1
3-MEDIUM,52583,COMPUTER PERIPHERALS,2002-10-03 00:00:00,2
3-MEDIUM,52584,OFFICE FURNISHINGS,2002-10-02 00:00:00,1
3-MEDIUM,52585,TABLES,2002-10-01 00:00:00,0
3-MEDIUM,52588,OFFICE FURNISHINGS,2002-10-03 00:00:00,2
3-MEDIUM,52589,APPLIANCES,2002-10-02 00:00:00,1
3-MEDIUM,52590,TELEPHONES AND COMMUNICATION,2002-10-01 00:00:00,0
3-MEDIUM,52591,PENS & ART SUPPLIES,2002-10-03 00:00:00,2
3-MEDIUM,52592,BINDERS AND BINDER ACCESSORIES,2002-10-03 00:00:00,2
3-MEDIUM,52597,BOOKCASES,2002-10-03 00:00:00,1
3-MEDIUM,52624,PENS & ART SUPPLIES,2002-10-04 00:00:00,1
3-MEDIUM,52625,PENS & ART SUPPLIES,2002-10-04 00:00:00,1
3-MEDIUM,52626,ENVELOPES,2002-10-05 00:00:00,2
3-MEDIUM,52627,BINDERS AND BINDER ACCESSORIES,2002-10-05 00:00:00,2
3-MEDIUM,52648,BINDERS AND BINDER ACCESSORIES,2002-10-07 00:00:00,2
3-MEDIUM,52649,COMPUTER PERIPHERALS,2002-10-06 00:00:00,1
3-MEDIUM,52650,STORAGE & ORGANIZATION,2002-10-07 00:00:00,2
3-MEDIUM,52651,COMPUTER PERIPHERALS,2002-10-05 00:00:00,0
3-MEDIUM,52652,COMPUTER PERIPHERALS,2002-10-07 00:00:00,2
3-MEDIUM,52653,CHAIRS & CHAIRMATS,2002-10-05 00:00:00,0
3-MEDIUM,52654,OFFICE FURNISHINGS,2002-10-08 00:00:00,3
3-MEDIUM,52655,PAPER,2002-10-05 00:00:00,0
3-MEDIUM,52656,PENS & ART SUPPLIES,2002-10-07 00:00:00,2
3-MEDIUM,52660,PENS & ART SUPPLIES,2002-10-08 00:00:00,2
3-MEDIUM,52661,STORAGE & ORGANIZATION,2002-10-06 00:00:00,0
3-MEDIUM,52662,COMPUTER PERIPHERALS,2002-10-07 00:00:00,1
3-MEDIUM,52663,TABLES,2002-10-07 00:00:00,1
3-MEDIUM,52664,TABLES,2002-10-08 00:00:00,2
3-MEDIUM,52685,TABLES,2002-10-07 00:00:00,0
3-MEDIUM,52686,TELEPHONES AND COMMUNICATION,2002-10-07 00:00:00,0
3-MEDIUM,52699,APPLIANCES,2002-10-09 00:00:00,2
3-MEDIUM,52710,TELEPHONES AND COMMUNICATION,2002-10-09 00:00:00,1
3-MEDIUM,52711,TELEPHONES AND COMMUNICATION,2002-10-11 00:00:00,3
3-MEDIUM,52712,PAPER,2002-10-08 00:00:00,0
3-MEDIUM,52713,PENS & ART SUPPLIES,2002-10-10 00:00:00,2
3-MEDIUM,52714,PAPER,2002-10-09 00:00:00,1
3-MEDIUM,52716,APPLIANCES,2002-10-10 00:00:00,2
3-MEDIUM,52725,TELEPHONES AND COMMUNICATION,2002-10-11 00:00:00,2
3-MEDIUM,52726,TELEPHONES AND COMMUNICATION,2002-10-11 00:00:00,2
3-MEDIUM,52727,PAPER,2002-10-10 00:00:00,1
3-MEDIUM,52728,PENS & ART SUPPLIES,2002-10-10 00:00:00,1
3-MEDIUM,52729,CHAIRS & CHAIRMATS,2002-10-11 00:00:00,2
3-MEDIUM,52764,STORAGE & ORGANIZATION,2002-10-11 00:00:00,1
3-MEDIUM,52804,PAPER,2002-10-10 00:00:00,0
3-MEDIUM,52805,PENS & ART SUPPLIES,2002-10-12 00:00:00,2
3-MEDIUM,52806,TABLES,2002-10-12 00:00:00,2
3-MEDIUM,52807,PAPER,2002-10-12 00:00:00,2
3-MEDIUM,52808,STORAGE & ORGANIZATION,2002-10-12 00:00:00,2
3-MEDIUM,52809,OFFICE MACHINES,2002-10-11 00:00:00,1
3-MEDIUM,52810,COMPUTER PERIPHERALS,2002-10-12 00:00:00,2
3-MEDIUM,52811,BINDERS AND BINDER ACCESSORIES,2002-10-11 00:00:00,0
3-MEDIUM,52812,TELEPHONES AND COMMUNICATION,2002-10-12 00:00:00,1
3-MEDIUM,52813,PENS & ART SUPPLIES,2002-10-13 00:00:00,2
3-MEDIUM,52814,PENS & ART SUPPLIES,2002-10-12 00:00:00,1
3-MEDIUM,52815,PAPER,2002-10-12 00:00:00,1
3-MEDIUM,52816,CHAIRS & CHAIRMATS,2002-10-13 00:00:00,2
3-MEDIUM,52817,SCISSORS\, RULERS AND TRIMMERS,2002-10-14 00:00:00,3
3-MEDIUM,52852,BINDERS AND BINDER ACCESSORIES,2002-10-14 00:00:00,2
3-MEDIUM,52895,OFFICE FURNISHINGS,2002-10-16 00:00:00,2
3-MEDIUM,52896,PENS & ART SUPPLIES,2002-10-15 00:00:00,1
3-MEDIUM,52897,COMPUTER PERIPHERALS,2002-10-15 00:00:00,1
3-MEDIUM,52898,PENS & ART SUPPLIES,2002-10-16 00:00:00,2
3-MEDIUM,52899,LABELS,2002-10-15 00:00:00,1
3-MEDIUM,52905,COMPUTER PERIPHERALS,2002-10-15 00:00:00,1
3-MEDIUM,52906,COMPUTER PERIPHERALS,2002-10-16 00:00:00,2
3-MEDIUM,52934,BOOKCASES,2002-10-17 00:00:00,1
3-MEDIUM,52935,OFFICE FURNISHINGS,2002-10-17 00:00:00,1
3-MEDIUM,52936,PENS & ART SUPPLIES,2002-10-19 00:00:00,3
3-MEDIUM,52937,PAPER,2002-10-18 00:00:00,2
3-MEDIUM,52938,OFFICE MACHINES,2002-10-18 00:00:00,2
3-MEDIUM,52951,TELEPHONES AND COMMUNICATION,2002-10-19 00:00:00,2
3-MEDIUM,52952,TABLES,2002-10-18 00:00:00,1
3-MEDIUM,52953,BINDERS AND BINDER ACCESSORIES,2002-10-18 00:00:00,1
3-MEDIUM,52954,CHAIRS & CHAIRMATS,2002-10-19 00:00:00,2
3-MEDIUM,52955,PENS & ART SUPPLIES,2002-10-17 00:00:00,0
3-MEDIUM,52962,TELEPHONES AND COMMUNICATION,2002-10-17 00:00:00,0
3-MEDIUM,52963,APPLIANCES,2002-10-18 00:00:00,1
3-MEDIUM,52986,APPLIANCES,2002-10-19 00:00:00,1
3-MEDIUM,52992,PAPER,2002-10-20 00:00:00,1
3-MEDIUM,53016,COMPUTER PERIPHERALS,2002-10-22 00:00:00,2
3-MEDIUM,53017,COMPUTER PERIPHERALS,2002-10-21 00:00:00,1
3-MEDIUM,53018,PAPER,2002-10-20 00:00:00,0
3-MEDIUM,53019,OFFICE FURNISHINGS,2002-10-20 00:00:00,0
3-MEDIUM,53020,CHAIRS & CHAIRMATS,2002-10-22 00:00:00,2
3-MEDIUM,53021,BINDERS AND BINDER ACCESSORIES,2002-10-21 00:00:00,1
3-MEDIUM,53033,BINDERS AND BINDER ACCESSORIES,2002-10-25 00:00:00,3
3-MEDIUM,53034,PAPER,2002-10-23 00:00:00,1
3-MEDIUM,53035,PAPER,2002-10-24 00:00:00,2
3-MEDIUM,53036,BINDERS AND BINDER ACCESSORIES,2002-10-23 00:00:00,1
3-MEDIUM,53037,BINDERS AND BINDER ACCESSORIES,2002-10-23 00:00:00,1
3-MEDIUM,53038,OFFICE FURNISHINGS,2002-10-23 00:00:00,1
3-MEDIUM,53039,APPLIANCES,2002-10-23 00:00:00,1
3-MEDIUM,53040,TELEPHONES AND COMMUNICATION,2002-10-24 00:00:00,2
3-MEDIUM,53041,COMPUTER PERIPHERALS,2002-10-24 00:00:00,2
3-MEDIUM,53042,COMPUTER PERIPHERALS,2002-10-23 00:00:00,1
3-MEDIUM,53092,COMPUTER PERIPHERALS,2002-10-26 00:00:00,2
3-MEDIUM,53093,OFFICE MACHINES,2002-10-25 00:00:00,1
3-MEDIUM,53113,OFFICE MACHINES,2002-10-27 00:00:00,2
3-MEDIUM,53114,COMPUTER PERIPHERALS,2002-10-27 00:00:00,2
3-MEDIUM,53115,PAPER,2002-10-27 00:00:00,2
3-MEDIUM,53116,SCISSORS\, RULERS AND TRIMMERS,2002-10-26 00:00:00,1
3-MEDIUM,53117,BOOKCASES,2002-10-26 00:00:00,1
3-MEDIUM,53118,BOOKCASES,2002-10-26 00:00:00,1
3-MEDIUM,53119,BINDERS AND BINDER ACCESSORIES,2002-10-27 00:00:00,2
3-MEDIUM,53120,COMPUTER PERIPHERALS,2002-10-26 00:00:00,1
3-MEDIUM,53121,COMPUTER PERIPHERALS,2002-10-26 00:00:00,1
3-MEDIUM,53122,BINDERS AND BINDER ACCESSORIES,2002-10-27 00:00:00,2
3-MEDIUM,53123,CHAIRS & CHAIRMATS,2002-10-27 00:00:00,2
3-MEDIUM,53124,TABLES,2002-10-26 00:00:00,1
3-MEDIUM,53125,LABELS,2002-10-25 00:00:00,0
3-MEDIUM,53129,PENS & ART SUPPLIES,2002-10-27 00:00:00,2
3-MEDIUM,53130,PAPER,2002-10-26 00:00:00,1
3-MEDIUM,53131,BINDERS AND BINDER ACCESSORIES,2002-10-26 00:00:00,1
3-MEDIUM,53132,CHAIRS & CHAIRMATS,2002-10-26 00:00:00,1
3-MEDIUM,53146,TABLES,2002-10-28 00:00:00,2
3-MEDIUM,53147,PAPER,2002-10-27 00:00:00,1
3-MEDIUM,53148,COMPUTER PERIPHERALS,2002-10-27 00:00:00,1
3-MEDIUM,53149,BINDERS AND BINDER ACCESSORIES,2002-10-27 00:00:00,1
3-MEDIUM,53150,PAPER,2002-10-28 00:00:00,2
3-MEDIUM,53164,PENS & ART SUPPLIES,2002-10-29 00:00:00,2
3-MEDIUM,53165,PENS & ART SUPPLIES,2002-10-28 00:00:00,1
3-MEDIUM,53166,PAPER,2002-10-28 00:00:00,1
3-MEDIUM,53167,CHAIRS & CHAIRMATS,2002-10-28 00:00:00,1
3-MEDIUM,53168,APPLIANCES,2002-10-29 00:00:00,2
3-MEDIUM,53169,OFFICE MACHINES,2002-10-29 00:00:00,2
3-MEDIUM,53170,TELEPHONES AND COMMUNICATION,2002-10-28 00:00:00,1
3-MEDIUM,53270,CHAIRS & CHAIRMATS,2002-10-31 00:00:00,0
3-MEDIUM,53293,OFFICE FURNISHINGS,2002-11-03 00:00:00,1
3-MEDIUM,53301,STORAGE & ORGANIZATION,2002-11-03 00:00:00,1
3-MEDIUM,53302,PAPER,2002-11-04 00:00:00,2
3-MEDIUM,53303,PAPER,2002-11-03 00:00:00,1
3-MEDIUM,53304,BINDERS AND BINDER ACCESSORIES,2002-11-03 00:00:00,1
3-MEDIUM,53305,CHAIRS & CHAIRMATS,2002-11-03 00:00:00,1
3-MEDIUM,53363,TABLES,2002-11-04 00:00:00,0
3-MEDIUM,53364,RUBBER BANDS,2002-11-06 00:00:00,2
3-MEDIUM,53398,OFFICE FURNISHINGS,2002-11-07 00:00:00,1
3-MEDIUM,53399,COMPUTER PERIPHERALS,2002-11-07 00:00:00,1
3-MEDIUM,53400,OFFICE MACHINES,2002-11-07 00:00:00,1
3-MEDIUM,53401,TELEPHONES AND COMMUNICATION,2002-11-07 00:00:00,1
3-MEDIUM,53402,BINDERS AND BINDER ACCESSORIES,2002-11-08 00:00:00,2
3-MEDIUM,53403,PAPER,2002-11-08 00:00:00,2
3-MEDIUM,53440,OFFICE FURNISHINGS,2002-11-07 00:00:00,0
3-MEDIUM,53441,PAPER,2002-11-10 00:00:00,3
3-MEDIUM,53448,STORAGE & ORGANIZATION,2002-11-09 00:00:00,2
3-MEDIUM,53449,PAPER,2002-11-07 00:00:00,0
3-MEDIUM,53450,CHAIRS & CHAIRMATS,2002-11-08 00:00:00,1
3-MEDIUM,53484,PAPER,2002-11-11 00:00:00,2
3-MEDIUM,53485,TABLES,2002-11-11 00:00:00,2
3-MEDIUM,53486,BOOKCASES,2002-11-10 00:00:00,1
3-MEDIUM,53487,COMPUTER PERIPHERALS,2002-11-10 00:00:00,1
3-MEDIUM,53488,COMPUTER PERIPHERALS,2002-11-11 00:00:00,2
3-MEDIUM,53489,BINDERS AND BINDER ACCESSORIES,2002-11-10 00:00:00,1
3-MEDIUM,53490,SCISSORS\, RULERS AND TRIMMERS,2002-11-11 00:00:00,2
3-MEDIUM,53498,PENS & ART SUPPLIES,2002-11-11 00:00:00,1
